Cast Vote Record,Precinct,Ballot Style,1st Choice Council Member At Large Seat B City of Minnetonka,2nd Choice Council Member At Large Seat B City of Minnetonka,3rd Choice Council Member At Large Seat B City of Minnetonka
157026,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Daniel Kral,Ash Patel
157027,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,undervote,undervote
157028,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157029,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157030,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Jim Hadley,undervote
157031,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157032,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157033,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157034,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157035,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157036,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157037,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Jim Hadley
157038,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Ash Patel,Ash Patel
157039,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157040,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157041,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157042,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157043,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157044,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157045,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Daniel Kral
157046,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157047,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
157048,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,undervote,undervote
157049,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157050,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Stacy Cranbrook,undervote
157051,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Ash Patel,Jim Hadley
157052,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,undervote,undervote
157053,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157054,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157055,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
157056,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Kimberly Wilburn
157057,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157058,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157059,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Kimberly Wilburn
157060,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157061,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,undervote,undervote
157062,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
157063,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral
157064,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Daniel Kral
157065,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
157066,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157067,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
157068,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157069,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157070,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Daniel Kral,Kimberly Wilburn
157071,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157072,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,undervote,undervote
157073,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
157074,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
157075,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Stacy Cranbrook,Jim Hadley
157076,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157077,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157078,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157079,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157080,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157081,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157082,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157083,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,undervote
157084,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157085,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,,,
157086,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157087,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157088,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157089,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,overvote,undervote,undervote
157090,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157091,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
157092,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Daniel Kral
157093,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Ash Patel,Kimberly Wilburn
157094,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Kimberly Wilburn
157095,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Stacy Cranbrook,Kimberly Wilburn
157096,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157097,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
157098,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157099,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157100,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157101,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,undervote
157102,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157103,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Kimberly Wilburn
157104,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157105,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Jim Hadley
157106,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Stacy Cranbrook,undervote
157107,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
157108,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Daniel Kral
157109,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
157110,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
157111,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157112,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157113,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157114,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157115,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157116,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157117,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157118,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Kimberly Wilburn
157119,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
157120,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157121,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,undervote,undervote
157122,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Stacy Cranbrook,Daniel Kral
157123,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157124,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Jim Hadley,Daniel Kral
157125,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157126,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157127,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157128,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157129,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157130,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,undervote,undervote
157131,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157132,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Stacy Cranbrook,undervote
157133,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
157134,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157135,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157136,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157137,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Daniel Kral
157138,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,undervote,undervote
157139,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157140,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157141,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157142,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157143,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Jim Hadley
157144,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157145,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157146,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157147,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157148,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157149,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Ash Patel,undervote
157150,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157151,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Kimberly Wilburn
157152,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Jim Hadley
157153,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157154,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157155,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157156,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,undervote,undervote
157157,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Jim Hadley,Daniel Kral
157158,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
157159,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157160,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
157161,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Stacy Cranbrook,Jim Hadley
157162,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157163,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157164,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157165,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Kimberly Wilburn
157166,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157167,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,undervote
157168,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,undervote,undervote
157169,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157170,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157171,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,undervote,undervote
157172,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157173,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157174,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Ash Patel
157175,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,undervote
157176,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157177,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157178,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Ash Patel,Stacy Cranbrook
157179,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157180,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
157181,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Ash Patel
157182,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157183,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157184,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Jim Hadley,Daniel Kral
157185,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157186,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157187,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,Jim Hadley
157188,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Daniel Kral,Ash Patel
157189,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
157190,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,undervote
157191,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157192,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
157193,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157194,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157195,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157196,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Kimberly Wilburn
157197,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157198,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
157199,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook
157200,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157201,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157202,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,undervote,undervote
157203,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157204,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
157205,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,undervote,undervote,undervote
157206,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Jim Hadley,undervote
157207,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,undervote,undervote
157208,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,undervote
157209,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
157210,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157211,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157212,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Jim Hadley,Daniel Kral,Stacy Cranbrook
157213,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Stacy Cranbrook,undervote
157214,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Ash Patel,undervote
157215,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,Jim Hadley,Daniel Kral
157216,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157217,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley
157218,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Daniel Kral,undervote,undervote
157219,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157220,MINNETONKA W-4 P-D,MINNETONKA W-4 P-D,Kimberly Wilburn,undervote,undervote
157221,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,undervote,undervote
157222,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Ash Patel,Kimberly Wilburn
157223,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Daniel Kral,Stacy Cranbrook,Jim Hadley
157224,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral
157225,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157226,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157227,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,undervote,undervote
157228,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,undervote,undervote,undervote
157229,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Ash Patel,Kimberly Wilburn,undervote
157230,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157231,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157232,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,Kimberly Wilburn
157233,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,undervote,undervote,undervote
157234,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,Daniel Kral,Stacy Cranbrook
157235,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,undervote,undervote,undervote
157236,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157237,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,Daniel Kral
157238,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook
157239,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Ash Patel,undervote
157240,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
157241,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
157242,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,undervote
157243,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157244,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Ash Patel,Jim Hadley,Stacy Cranbrook
157245,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157246,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Daniel Kral,Jim Hadley,Stacy Cranbrook
157247,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Ash Patel,Kimberly Wilburn,Jim Hadley
157248,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157249,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Daniel Kral,Jim Hadley,undervote
157250,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Ash Patel,Kimberly Wilburn
157251,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157252,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,undervote,undervote
157253,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
157254,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,Daniel Kral,undervote
157255,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,Stacy Cranbrook,Daniel Kral
157256,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157257,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Daniel Kral,Daniel Kral,Daniel Kral
157258,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Ash Patel,Kimberly Wilburn
157259,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,undervote,undervote,undervote
157260,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157261,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157262,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral
157263,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Daniel Kral,Daniel Kral,Daniel Kral
157264,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157265,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157266,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Ash Patel,undervote,undervote
157267,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Jim Hadley,Stacy Cranbrook,undervote
157268,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
157269,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
157270,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,undervote,undervote,undervote
157271,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
157272,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Kimberly Wilburn,Jim Hadley
157273,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Kimberly Wilburn,Ash Patel,undervote
157274,MINNETONKA W-4 P-C,MINNETONKA W-4 P-C,Stacy Cranbrook,Daniel Kral,Jim Hadley
